run#,time,req/s,cpu,mem
2259,288.09,59.01,NaN,NaN
2260,261.43,65.03,NaN,NaN
2261,237.94,71.45,NaN,NaN
2262,245.45,69.26,NaN,NaN
2263,229.33,74.13,NaN,NaN
2264,218.84,77.68,NaN,NaN
2265,275.78,61.64,NaN,NaN
2266,259.16,65.60,NaN,NaN
2267,273.43,62.17,NaN,NaN
2268,252.43,67.35,NaN,NaN
2269,237.40,71.61,NaN,NaN
2270,305.09,55.72,NaN,NaN
2271,261.58,64.99,NaN,NaN
2272,257.36,66.05,NaN,NaN
2273,275.98,61.60,NaN,NaN
2274,302.08,56.28,NaN,NaN
2275,297.15,57.21,NaN,NaN
2276,320.49,53.04,NaN,NaN
2277,268.32,63.36,NaN,NaN
2278,260.01,65.38,NaN,NaN
2279,285.53,59.54,NaN,NaN
2280,265.74,63.97,NaN,NaN
2281,262.35,64.80,NaN,NaN
2282,239.27,71.05,NaN,NaN
2283,240.81,70.60,NaN,NaN
2284,253.25,67.13,NaN,NaN
2285,241.76,70.32,NaN,NaN
2286,221.22,76.85,NaN,NaN
2287,233.30,72.87,NaN,NaN
2288,240.95,70.55,NaN,NaN
2289,234.17,72.60,NaN,NaN
2290,284.08,59.84,NaN,NaN
2291,225.11,75.52,NaN,NaN
2292,218.33,77.86,NaN,NaN
2293,221.56,76.73,NaN,NaN
2294,262.03,64.88,NaN,NaN
2295,258.54,65.75,NaN,NaN
2296,241.88,70.28,NaN,NaN
2297,270.11,62.94,NaN,NaN
2298,247.89,68.58,NaN,NaN
2299,239.95,70.85,NaN,NaN
2300,265.43,64.05,NaN,NaN
2301,263.96,64.40,NaN,NaN
2302,236.73,71.81,NaN,NaN
2303,246.34,69.01,NaN,NaN
2304,240.24,70.76,NaN,NaN
2305,240.02,70.83,NaN,NaN
2306,259.86,65.42,NaN,NaN
2307,229.78,73.98,NaN,NaN
2308,246.43,68.99,NaN,NaN
2309,253.11,67.16,NaN,NaN
2310,252.98,67.20,NaN,NaN
2311,231.64,73.39,NaN,NaN
2312,228.21,74.49,NaN,NaN
2313,253.09,67.17,NaN,NaN
2314,249.13,68.24,NaN,NaN
2315,224.75,75.64,NaN,NaN
2316,240.42,70.71,NaN,NaN
2317,260.62,65.23,NaN,NaN
2318,278.80,60.97,NaN,NaN
2319,254.60,66.77,NaN,NaN
2320,246.21,69.05,NaN,NaN
2321,276.10,61.57,NaN,NaN
2322,280.03,60.71,NaN,NaN
2323,270.86,62.76,NaN,NaN
2324,217.15,78.29,NaN,NaN
2325,237.70,71.52,NaN,NaN
2326,228.13,74.52,NaN,NaN
2327,251.96,67.47,NaN,NaN
2328,238.21,71.37,NaN,NaN
2329,228.00,74.56,NaN,NaN
2330,224.34,75.78,NaN,NaN
2331,286.05,59.43,NaN,NaN
2332,236.13,71.99,NaN,NaN
2333,230.48,73.76,NaN,NaN
2334,240.47,70.69,NaN,NaN
2335,248.00,68.55,NaN,NaN
2336,256.01,66.40,NaN,NaN
2337,218.74,77.72,NaN,NaN
2338,222.33,76.46,NaN,NaN
2339,235.27,72.26,NaN,NaN
2340,293.69,57.88,NaN,NaN
2341,246.18,69.06,NaN,NaN
2342,291.58,58.30,NaN,NaN
2343,292.65,58.09,NaN,NaN
2344,286.92,59.25,NaN,NaN
2345,264.36,64.31,NaN,NaN
2346,240.50,70.68,NaN,NaN
2347,286.47,59.34,NaN,NaN
2348,254.82,66.71,NaN,NaN
2349,240.02,70.83,NaN,NaN
2350,236.95,71.75,NaN,NaN
2351,242.85,70.00,NaN,NaN
2352,262.44,64.78,NaN,NaN
2353,226.27,75.13,NaN,NaN
2354,228.68,74.34,NaN,NaN
2355,226.76,74.97,NaN,NaN
2356,280.94,60.51,NaN,NaN
2357,242.48,70.11,NaN,NaN
2358,208.13,81.68,NaN,NaN
2359,240.64,70.65,NaN,NaN
2360,230.47,73.76,NaN,NaN
2361,238.97,71.14,NaN,NaN
2362,240.61,70.65,NaN,NaN
2363,235.98,72.04,NaN,NaN
2364,230.81,73.65,NaN,NaN
2365,245.23,69.32,NaN,NaN
2366,301.82,56.33,NaN,NaN
2367,289.18,58.79,NaN,NaN
2368,257.41,66.04,NaN,NaN
2369,241.53,70.39,NaN,NaN
2370,250.23,67.94,NaN,NaN
2371,262.90,64.66,NaN,NaN
2372,226.42,75.08,NaN,NaN
2373,237.68,71.52,NaN,NaN
2374,230.38,73.79,NaN,NaN
2375,239.87,70.87,NaN,NaN
2376,224.62,75.68,NaN,NaN
2377,229.90,73.95,NaN,NaN
2378,263.77,64.45,NaN,NaN
2379,215.98,78.71,NaN,NaN
2380,250.99,67.73,NaN,NaN
2381,245.30,69.30,NaN,NaN
2382,272.94,62.28,NaN,NaN
2383,245.73,69.18,NaN,NaN
2384,217.52,78.15,NaN,NaN
2385,219.49,77.45,NaN,NaN
2386,251.30,67.65,NaN,NaN
2387,236.81,71.79,NaN,NaN
2388,232.90,72.99,NaN,NaN
2389,225.45,75.40,NaN,NaN
2390,241.03,70.53,NaN,NaN
2391,340.66,49.90,NaN,NaN
2392,261.84,64.93,NaN,NaN
2393,223.67,76.00,NaN,NaN
2394,253.79,66.98,NaN,NaN
2395,248.95,68.29,NaN,NaN
2396,247.91,68.57,NaN,NaN
2397,239.37,71.02,NaN,NaN
2398,339.00,50.15,NaN,NaN
2399,248.80,68.33,NaN,NaN
2400,218.69,77.74,NaN,NaN
2401,252.41,67.35,NaN,NaN
2402,274.81,61.86,NaN,NaN
2403,250.45,67.88,NaN,NaN
2404,236.67,71.83,NaN,NaN
2405,259.64,65.47,NaN,NaN
2406,236.55,71.87,NaN,NaN
2407,223.42,76.09,NaN,NaN
2408,245.81,69.16,NaN,NaN
2409,262.68,64.72,NaN,NaN
2410,239.18,71.08,NaN,NaN
2411,252.54,67.32,NaN,NaN
2412,244.98,69.39,NaN,NaN
2413,241.24,70.47,NaN,NaN
2414,268.41,63.34,NaN,NaN
2415,231.25,73.51,NaN,NaN
2416,252.99,67.20,NaN,NaN
2417,241.52,70.39,NaN,NaN
2418,277.47,61.27,NaN,NaN
2419,253.31,67.11,NaN,NaN
2420,238.71,71.22,NaN,NaN
2421,250.34,67.91,NaN,NaN
2422,251.33,67.64,NaN,NaN
2423,267.01,63.67,NaN,NaN
2424,254.65,66.76,NaN,NaN
2425,276.32,61.52,NaN,NaN
2426,251.36,67.63,NaN,NaN
2427,254.79,66.72,NaN,NaN
2428,230.38,73.79,NaN,NaN
2429,218.61,77.76,NaN,NaN
2430,240.17,70.78,NaN,NaN
2431,262.13,64.85,NaN,NaN
2432,270.27,62.90,NaN,NaN
2433,241.07,70.52,NaN,NaN
2434,335.71,50.64,NaN,NaN
2435,281.02,60.49,NaN,NaN
2436,284.07,59.85,NaN,NaN
2437,223.97,75.90,NaN,NaN
2438,246.04,69.09,NaN,NaN
2439,250.22,67.94,NaN,NaN
2440,232.96,72.97,NaN,NaN
2441,227.75,74.64,NaN,NaN
2442,232.09,73.25,NaN,NaN
2443,253.85,66.97,NaN,NaN
2444,239.00,71.13,NaN,NaN
2445,296.75,57.29,NaN,NaN
2446,249.58,68.11,NaN,NaN
2447,239.02,71.13,NaN,NaN
2448,235.39,72.22,NaN,NaN
2449,219.45,77.47,NaN,NaN
2450,217.37,78.21,NaN,NaN
2451,241.05,70.52,NaN,NaN
2452,253.82,66.98,NaN,NaN
2453,248.04,68.54,NaN,NaN
2454,227.68,74.67,NaN,NaN
2455,241.32,70.45,NaN,NaN
2456,262.70,64.71,NaN,NaN
2457,237.76,71.50,NaN,NaN
2458,271.09,62.71,NaN,NaN
2459,240.75,70.61,NaN,NaN
2460,246.90,68.85,NaN,NaN
2461,235.85,72.08,NaN,NaN
2462,257.52,66.01,NaN,NaN
2463,249.73,68.07,NaN,NaN
2464,268.03,63.43,NaN,NaN
2465,239.74,70.91,NaN,NaN
2466,247.55,68.67,NaN,NaN
2467,214.76,79.16,NaN,NaN
2468,263.22,64.58,NaN,NaN
2469,232.85,73.01,NaN,NaN
2470,253.33,67.11,NaN,NaN
2471,232.65,73.07,NaN,NaN
2472,242.19,70.19,NaN,NaN
2473,219.19,77.56,NaN,NaN
2474,254.23,66.87,NaN,NaN
2475,254.25,66.86,NaN,NaN
2476,233.66,72.76,NaN,NaN
2477,228.14,74.51,NaN,NaN
2478,264.13,64.36,NaN,NaN
2479,260.67,65.22,NaN,NaN
2480,273.19,62.23,NaN,NaN
2481,256.04,66.40,NaN,NaN
2482,240.44,70.70,NaN,NaN
2483,229.03,74.23,NaN,NaN
2484,258.44,65.78,NaN,NaN
2485,235.23,72.27,NaN,NaN
2486,234.24,72.58,NaN,NaN
2487,246.54,68.95,NaN,NaN
2488,267.51,63.55,NaN,NaN
2489,274.63,61.90,NaN,NaN
2490,217.14,78.29,NaN,NaN
2491,244.03,69.66,NaN,NaN
2492,240.43,70.71,NaN,NaN
2493,229.29,74.14,NaN,NaN
2494,240.55,70.67,NaN,NaN
2495,249.76,68.07,NaN,NaN
2496,259.16,65.60,NaN,NaN
2497,252.89,67.22,NaN,NaN
2498,231.85,73.32,NaN,NaN
2499,255.42,66.56,NaN,NaN
2500,231.79,73.34,NaN,NaN
2501,248.08,68.53,NaN,NaN
2502,295.84,57.46,NaN,NaN
2503,278.02,61.15,NaN,NaN
2504,237.94,71.45,NaN,NaN
2505,266.90,63.69,NaN,NaN
2506,269.58,63.06,NaN,NaN
2507,263.79,64.44,NaN,NaN
2508,243.45,69.83,NaN,NaN
2509,264.26,64.33,NaN,NaN
2510,235.41,72.21,NaN,NaN
2511,293.38,57.95,NaN,NaN
2512,260.61,65.23,NaN,NaN
2513,237.62,71.54,NaN,NaN
2514,278.74,60.99,NaN,NaN
2515,244.09,69.65,NaN,NaN
2516,252.59,67.30,NaN,NaN
2517,264.60,64.25,NaN,NaN
2518,257.57,66.00,NaN,NaN
2519,259.91,65.41,NaN,NaN
2520,270.23,62.91,NaN,NaN
2521,275.35,61.74,NaN,NaN
2522,240.58,70.66,NaN,NaN
2523,250.05,67.99,NaN,NaN
2524,272.20,62.45,NaN,NaN
2525,243.44,69.83,NaN,NaN
2526,257.74,65.96,NaN,NaN
2527,303.48,56.02,NaN,NaN
2528,248.96,68.28,NaN,NaN
2529,237.06,71.71,NaN,NaN
2530,233.82,72.71,NaN,NaN
2531,265.45,64.04,NaN,NaN
2532,243.72,69.75,NaN,NaN
2533,224.90,75.59,NaN,NaN
2534,212.50,80.00,NaN,NaN
2535,236.59,71.85,NaN,NaN
2536,283.62,59.94,NaN,NaN
2537,246.94,68.84,NaN,NaN
2538,236.32,71.94,NaN,NaN
2539,273.37,62.19,NaN,NaN
2540,277.83,61.19,NaN,NaN
2541,235.56,72.17,NaN,NaN
2542,243.88,69.71,NaN,NaN
2543,247.45,68.70,NaN,NaN
2544,255.24,66.61,NaN,NaN
2545,272.45,62.40,NaN,NaN
2546,315.47,53.89,NaN,NaN
2547,257.30,66.07,NaN,NaN
2548,365.41,46.52,NaN,NaN
2549,259.04,65.63,NaN,NaN
2550,222.93,76.26,NaN,NaN
2551,247.69,68.64,NaN,NaN
2552,229.64,74.03,NaN,NaN
2553,236.37,71.92,NaN,NaN
2554,242.82,70.01,NaN,NaN
2555,223.76,75.98,NaN,NaN
2556,241.88,70.28,NaN,NaN
2557,261.93,64.90,NaN,NaN
2558,260.26,65.32,NaN,NaN
2559,245.97,69.11,NaN,NaN
2560,237.46,71.59,NaN,NaN
2561,246.50,68.96,NaN,NaN
2562,265.35,64.07,NaN,NaN
2563,238.42,71.30,NaN,NaN
2564,252.53,67.32,NaN,NaN
2565,241.99,70.25,NaN,NaN
2566,218.33,77.86,NaN,NaN
2567,261.81,64.93,NaN,NaN
2568,289.81,58.66,NaN,NaN
2569,275.94,61.61,NaN,NaN
2570,231.98,73.28,NaN,NaN
2571,236.17,71.98,NaN,NaN
2572,239.62,70.95,NaN,NaN
2573,252.91,67.22,NaN,NaN
2574,247.37,68.72,NaN,NaN
2575,256.70,66.23,NaN,NaN
2576,252.16,67.42,NaN,NaN
2577,286.82,59.27,NaN,NaN
2578,251.74,67.53,NaN,NaN
2579,240.78,70.60,NaN,NaN
2580,235.89,72.07,NaN,NaN
2581,253.70,67.01,NaN,NaN
2582,217.39,78.20,NaN,NaN
2583,257.01,66.15,NaN,NaN
2584,280.69,60.57,NaN,NaN
2585,253.83,66.97,NaN,NaN
2586,256.92,66.17,NaN,NaN
2587,235.30,72.25,NaN,NaN
2588,238.45,71.29,NaN,NaN
2589,236.08,72.01,NaN,NaN
2590,280.68,60.57,NaN,NaN
2591,268.11,63.41,NaN,NaN
2592,271.08,62.71,NaN,NaN
2593,222.07,76.55,NaN,NaN
2594,240.68,70.63,NaN,NaN
2595,233.87,72.69,NaN,NaN
2596,259.91,65.41,NaN,NaN
2597,239.16,71.08,NaN,NaN
2598,226.96,74.90,NaN,NaN
2599,239.61,70.95,NaN,NaN
2600,241.97,70.26,NaN,NaN
2601,237.21,71.67,NaN,NaN
2602,247.13,68.79,NaN,NaN
2603,235.01,72.34,NaN,NaN
2604,223.87,75.94,NaN,NaN
2605,262.60,64.74,NaN,NaN
2606,279.26,60.88,NaN,NaN
2607,247.75,68.62,NaN,NaN
2608,229.77,73.99,NaN,NaN
2609,261.16,65.09,NaN,NaN
2610,231.37,73.47,NaN,NaN
2611,223.67,76.01,NaN,NaN
2612,287.65,59.10,NaN,NaN
2613,273.65,62.12,NaN,NaN
2614,266.31,63.84,NaN,NaN
2615,256.46,66.29,NaN,NaN
2616,268.49,63.32,NaN,NaN
2617,214.11,79.40,NaN,NaN
2618,231.77,73.35,NaN,NaN
2619,242.88,69.99,NaN,NaN
2620,234.50,72.50,NaN,NaN
2621,260.42,65.28,NaN,NaN
2622,236.13,71.99,NaN,NaN
2623,251.49,67.60,NaN,NaN
2624,239.55,70.97,NaN,NaN
2625,248.67,68.36,NaN,NaN
2626,247.00,68.82,NaN,NaN
2627,234.55,72.48,NaN,NaN
2628,236.02,72.03,NaN,NaN
2629,240.64,70.64,NaN,NaN
2630,233.65,72.76,NaN,NaN
2631,238.86,71.17,NaN,NaN
2632,218.50,77.80,NaN,NaN
2633,225.70,75.32,NaN,NaN
2634,226.57,75.03,NaN,NaN
2635,244.34,69.58,NaN,NaN
2636,273.01,62.27,NaN,NaN
2637,262.40,64.79,NaN,NaN
2638,268.72,63.26,NaN,NaN
2639,262.77,64.70,NaN,NaN
2640,244.08,69.65,NaN,NaN
2641,254.58,66.78,NaN,NaN
2642,226.00,75.22,NaN,NaN
2643,237.70,71.52,NaN,NaN
2644,230.77,73.67,NaN,NaN
2645,252.09,67.44,NaN,NaN
2646,242.09,70.22,NaN,NaN
2647,215.37,78.93,NaN,NaN
2648,244.81,69.44,NaN,NaN
2649,230.31,73.81,NaN,NaN
2650,228.15,74.51,NaN,NaN
2651,250.91,67.75,NaN,NaN
2652,233.64,72.76,NaN,NaN
2653,231.38,73.47,NaN,NaN
2654,237.17,71.68,NaN,NaN
2655,227.03,74.88,NaN,NaN
2656,240.68,70.63,NaN,NaN
2657,262.61,64.73,NaN,NaN
2658,270.77,62.78,NaN,NaN
2659,298.81,56.89,NaN,NaN
2660,267.45,63.56,NaN,NaN
2661,260.79,65.19,NaN,NaN
2662,255.73,66.48,NaN,NaN
2663,246.34,69.01,NaN,NaN
2664,233.79,72.71,NaN,NaN
2665,243.33,69.86,NaN,NaN
2666,261.22,65.08,NaN,NaN
2667,235.43,72.21,NaN,NaN
2668,295.74,57.48,NaN,NaN
2669,251.37,67.63,NaN,NaN
2670,231.51,73.43,NaN,NaN
2671,218.42,77.83,NaN,NaN
2672,259.94,65.40,NaN,NaN
2673,243.27,69.88,NaN,NaN
2674,245.77,69.17,NaN,NaN
2675,243.48,69.82,NaN,NaN
2676,247.77,68.61,NaN,NaN
2677,242.67,70.05,NaN,NaN
2678,232.65,73.07,NaN,NaN
2679,249.49,68.14,NaN,NaN
2680,254.51,66.79,NaN,NaN
2681,248.07,68.53,NaN,NaN
2682,308.08,55.18,NaN,NaN
2683,267.94,63.45,NaN,NaN
2684,233.50,72.81,NaN,NaN
2685,276.22,61.55,NaN,NaN
2686,254.82,66.71,NaN,NaN
2687,335.69,50.64,NaN,NaN
2688,225.55,75.37,NaN,NaN
2689,243.76,69.74,NaN,NaN
2690,284.65,59.72,NaN,NaN
2691,253.66,67.02,NaN,NaN
2692,235.91,72.06,NaN,NaN
2693,247.57,68.67,NaN,NaN
2694,216.22,78.62,NaN,NaN
2695,236.89,71.76,NaN,NaN
2696,261.63,64.98,NaN,NaN
2697,254.67,66.75,NaN,NaN
2698,239.90,70.86,NaN,NaN
2699,254.75,66.73,NaN,NaN
2700,299.09,56.84,NaN,NaN
2701,234.95,72.36,NaN,NaN
2702,285.03,59.64,NaN,NaN
2703,285.14,59.62,NaN,NaN
2704,267.10,63.65,NaN,NaN
2705,248.94,68.29,NaN,NaN
2706,259.66,65.47,NaN,NaN
2707,250.32,67.91,NaN,NaN
2708,237.51,71.58,NaN,NaN
2709,244.78,69.45,NaN,NaN
2710,233.31,72.87,NaN,NaN
2711,237.50,71.58,NaN,NaN
2712,235.30,72.25,NaN,NaN
2713,241.66,70.35,NaN,NaN
2714,237.49,71.58,NaN,NaN
2715,210.76,80.66,NaN,NaN
2716,234.11,72.62,NaN,NaN
2717,233.23,72.89,NaN,NaN
2718,266.34,63.83,NaN,NaN
2719,228.85,74.29,NaN,NaN
2720,302.50,56.20,NaN,NaN
2721,223.50,76.06,NaN,NaN
2722,246.04,69.09,NaN,NaN
2723,240.72,70.62,NaN,NaN
2724,255.64,66.50,NaN,NaN
2725,215.45,78.90,NaN,NaN
2726,284.97,59.66,NaN,NaN
2727,271.62,62.59,NaN,NaN
2728,274.97,61.83,NaN,NaN
2729,226.68,75.00,NaN,NaN
2730,249.91,68.02,NaN,NaN
2731,268.33,63.36,NaN,NaN
2732,231.82,73.33,NaN,NaN
2733,224.86,75.60,NaN,NaN
2734,257.81,65.94,NaN,NaN
2735,247.52,68.68,NaN,NaN
2736,242.12,70.21,NaN,NaN
2737,250.02,67.99,NaN,NaN
2738,221.21,76.85,NaN,NaN
2739,288.76,58.87,NaN,NaN
2740,247.04,68.82,NaN,NaN
2741,262.47,64.77,NaN,NaN
2742,221.15,76.87,NaN,NaN
2743,241.15,70.50,NaN,NaN
2744,236.42,71.91,NaN,NaN
2745,237.21,71.67,NaN,NaN
2746,265.97,63.92,NaN,NaN
2747,291.09,58.40,NaN,NaN
2748,271.14,62.70,NaN,NaN
2749,249.33,68.18,NaN,NaN
2750,314.55,54.05,NaN,NaN
2751,257.47,66.03,NaN,NaN
2752,310.81,54.70,NaN,NaN
2753,286.55,59.33,NaN,NaN
2754,244.83,69.44,NaN,NaN
2755,249.56,68.12,NaN,NaN
2756,240.17,70.78,NaN,NaN
2757,271.68,62.57,NaN,NaN
2758,242.79,70.02,NaN,NaN
2759,274.35,61.96,NaN,NaN
2760,255.84,66.45,NaN,NaN
2761,265.49,64.03,NaN,NaN
2762,225.57,75.36,NaN,NaN
2763,265.33,64.07,NaN,NaN
2764,248.22,68.49,NaN,NaN
2765,240.64,70.64,NaN,NaN
2766,234.49,72.50,NaN,NaN
2767,241.33,70.44,NaN,NaN
2768,265.92,63.93,NaN,NaN
2769,272.81,62.31,NaN,NaN
2770,261.49,65.01,NaN,NaN
2771,266.71,63.74,NaN,NaN
2772,252.72,67.27,NaN,NaN
2773,270.47,62.85,NaN,NaN
2774,260.47,65.27,NaN,NaN
2775,241.09,70.51,NaN,NaN
2776,245.78,69.17,NaN,NaN
2777,243.75,69.74,NaN,NaN
2778,262.95,64.65,NaN,NaN
2779,250.77,67.79,NaN,NaN
2780,250.20,67.95,NaN,NaN
2781,253.37,67.10,NaN,NaN
2782,247.90,68.58,NaN,NaN
2783,258.66,65.72,NaN,NaN
2784,235.31,72.25,NaN,NaN
2785,227.49,74.73,NaN,NaN
2786,241.41,70.42,NaN,NaN
2787,256.88,66.18,NaN,NaN
2788,264.65,64.24,NaN,NaN
2789,436.94,38.91,NaN,NaN
2790,247.01,68.82,NaN,NaN
2791,300.76,56.52,NaN,NaN
2792,273.09,62.25,NaN,NaN
2793,267.30,63.60,NaN,NaN
2794,284.57,59.74,NaN,NaN
2795,243.95,69.69,NaN,NaN
2796,252.33,67.37,NaN,NaN
2797,242.15,70.21,NaN,NaN
2798,250.67,67.82,NaN,NaN
2799,273.72,62.11,NaN,NaN
2800,237.71,71.52,NaN,NaN
2801,253.22,67.13,NaN,NaN
2802,237.07,71.71,NaN,NaN
2803,229.58,74.05,NaN,NaN
2804,242.49,70.11,NaN,NaN
2805,238.40,71.31,NaN,NaN
2806,230.82,73.65,NaN,NaN
2807,241.57,70.37,NaN,NaN
2808,241.80,70.31,NaN,NaN
2809,270.12,62.93,NaN,NaN
2810,245.69,69.19,NaN,NaN
2811,286.28,59.38,NaN,NaN
2812,316.28,53.75,NaN,NaN
2813,219.41,77.48,NaN,NaN
2814,233.57,72.78,NaN,NaN
2815,266.51,63.79,NaN,NaN
2816,272.13,62.47,NaN,NaN
2817,272.45,62.40,NaN,NaN
2818,213.55,79.60,NaN,NaN
2819,248.82,68.32,NaN,NaN
2820,264.63,64.24,NaN,NaN
2821,244.38,69.56,NaN,NaN
2822,227.94,74.58,NaN,NaN
2823,249.82,68.05,NaN,NaN
2824,246.27,69.03,NaN,NaN
2825,275.04,61.81,NaN,NaN
2826,245.46,69.26,NaN,NaN
2827,268.70,63.27,NaN,NaN
2828,260.02,65.38,NaN,NaN
2829,252.33,67.37,NaN,NaN
2830,241.57,70.37,NaN,NaN
2831,261.28,65.06,NaN,NaN
2832,244.55,69.52,NaN,NaN
2833,282.99,60.07,NaN,NaN
2834,269.17,63.16,NaN,NaN
2835,271.14,62.70,NaN,NaN
2836,251.39,67.62,NaN,NaN
2837,272.41,62.41,NaN,NaN
2838,247.13,68.79,NaN,NaN
2839,292.29,58.16,NaN,NaN
2840,250.85,67.77,NaN,NaN
2841,278.49,61.04,NaN,NaN
2842,245.62,69.21,NaN,NaN
2843,226.52,75.05,NaN,NaN
2844,244.96,69.40,NaN,NaN
2845,258.01,65.89,NaN,NaN
2846,229.72,74.00,NaN,NaN
2847,254.00,66.93,NaN,NaN
2848,243.91,69.70,NaN,NaN
2849,237.79,71.49,NaN,NaN
2850,248.17,68.50,NaN,NaN
2851,266.69,63.74,NaN,NaN
2852,226.17,75.17,NaN,NaN
2853,323.99,52.47,NaN,NaN
2854,239.81,70.89,NaN,NaN
2855,250.82,67.78,NaN,NaN
2856,288.74,58.88,NaN,NaN
2857,262.40,64.79,NaN,NaN
2858,273.43,62.17,NaN,NaN
2859,243.42,69.84,NaN,NaN
2860,257.48,66.02,NaN,NaN
2861,264.11,64.37,NaN,NaN
2862,230.87,73.63,NaN,NaN
2863,263.49,64.52,NaN,NaN
2864,245.25,69.32,NaN,NaN
2865,239.04,71.12,NaN,NaN
2866,263.61,64.49,NaN,NaN
2867,227.42,74.75,NaN,NaN
2868,239.55,70.97,NaN,NaN
2869,241.58,70.37,NaN,NaN
2870,273.31,62.20,NaN,NaN
2871,277.20,61.33,NaN,NaN
2872,265.56,64.02,NaN,NaN
2873,259.63,65.48,NaN,NaN
2874,265.44,64.05,NaN,NaN
2875,240.23,70.76,NaN,NaN
2876,307.13,55.35,NaN,NaN
2877,256.02,66.40,NaN,NaN
2878,241.63,70.36,NaN,NaN
2879,263.01,64.64,NaN,NaN
2880,274.17,62.01,NaN,NaN
2881,289.65,58.69,NaN,NaN
2882,270.55,62.84,NaN,NaN
2883,249.25,68.20,NaN,NaN
2884,270.34,62.88,NaN,NaN
2885,225.20,75.49,NaN,NaN
2886,230.86,73.64,NaN,NaN
2887,211.67,80.31,NaN,NaN
2888,244.81,69.44,NaN,NaN
2889,244.92,69.41,NaN,NaN
2890,225.83,75.28,NaN,NaN
2891,240.31,70.74,NaN,NaN
2892,254.06,66.91,NaN,NaN
2893,258.01,65.89,NaN,NaN
2894,260.92,65.15,NaN,NaN
2895,234.32,72.55,NaN,NaN
2896,280.11,60.69,NaN,NaN
2897,236.73,71.81,NaN,NaN
2898,400.14,42.49,NaN,NaN
2899,348.87,48.73,NaN,NaN
2900,251.28,67.65,NaN,NaN
2901,253.13,67.16,NaN,NaN
2902,334.98,50.75,NaN,NaN
2903,237.32,71.63,NaN,NaN
2904,270.36,62.88,NaN,NaN
2905,230.23,73.84,NaN,NaN
2906,263.42,64.54,NaN,NaN
2907,240.67,70.64,NaN,NaN
2908,257.89,65.92,NaN,NaN
2909,261.01,65.13,NaN,NaN
2910,238.24,71.36,NaN,NaN
2911,236.82,71.78,NaN,NaN
2912,229.37,74.12,NaN,NaN
2913,242.04,70.24,NaN,NaN
2914,238.07,71.41,NaN,NaN
2915,227.06,74.87,NaN,NaN
2916,290.00,58.62,NaN,NaN
2917,221.21,76.85,NaN,NaN
2918,235.69,72.13,NaN,NaN
2919,241.57,70.37,NaN,NaN
2920,237.41,71.61,NaN,NaN
2921,263.58,64.50,NaN,NaN
2922,272.27,62.44,NaN,NaN
2923,250.32,67.91,NaN,NaN
2924,223.61,76.02,NaN,NaN
2925,266.34,63.83,NaN,NaN
2926,254.01,66.93,NaN,NaN
2927,233.82,72.71,NaN,NaN
2928,252.49,67.33,NaN,NaN
2929,235.45,72.20,NaN,NaN
2930,269.95,62.97,NaN,NaN
2931,239.87,70.87,NaN,NaN
2932,231.05,73.58,NaN,NaN
2933,243.88,69.71,NaN,NaN
2934,221.46,76.76,NaN,NaN
2935,246.86,68.87,NaN,NaN
2936,236.96,71.74,NaN,NaN
2937,242.44,70.12,NaN,NaN
2938,217.98,77.99,NaN,NaN
2939,249.87,68.04,NaN,NaN
2940,250.07,67.98,NaN,NaN
2941,241.20,70.48,NaN,NaN
2942,260.63,65.23,NaN,NaN
2943,238.66,71.23,NaN,NaN
2944,260.10,65.36,NaN,NaN
2945,294.32,57.76,NaN,NaN
2946,258.19,65.84,NaN,NaN
2947,253.50,67.06,NaN,NaN
2948,275.36,61.74,NaN,NaN
2949,287.27,59.18,NaN,NaN
2950,246.74,68.90,NaN,NaN
2951,222.46,76.42,NaN,NaN
2952,249.74,68.07,NaN,NaN
2953,246.22,69.05,NaN,NaN
2954,244.45,69.54,NaN,NaN
2955,238.23,71.36,NaN,NaN
2956,229.74,74.00,NaN,NaN
2957,232.56,73.10,NaN,NaN
2958,219.43,77.47,NaN,NaN
2959,238.19,71.37,NaN,NaN
2960,248.04,68.54,NaN,NaN
2961,280.47,60.61,NaN,NaN
2962,240.15,70.79,NaN,NaN
2963,237.16,71.68,NaN,NaN
2964,247.35,68.73,NaN,NaN
2965,233.87,72.69,NaN,NaN
2966,316.81,53.66,NaN,NaN
2967,246.40,68.99,NaN,NaN
2968,257.83,65.94,NaN,NaN
2969,287.64,59.10,NaN,NaN
2970,235.90,72.06,NaN,NaN
2971,258.65,65.72,NaN,NaN
2972,237.28,71.65,NaN,NaN
2973,242.29,70.16,NaN,NaN
2974,241.20,70.48,NaN,NaN
2975,231.52,73.43,NaN,NaN
2976,240.32,70.74,NaN,NaN
2977,271.48,62.62,NaN,NaN
2978,249.01,68.27,NaN,NaN
2979,259.85,65.42,NaN,NaN
2980,253.92,66.95,NaN,NaN
2981,235.96,72.05,NaN,NaN
2982,255.45,66.55,NaN,NaN
2983,248.10,68.52,NaN,NaN
2984,249.52,68.13,NaN,NaN
2985,253.55,67.05,NaN,NaN
2986,334.32,50.85,NaN,NaN
2987,302.35,56.23,NaN,NaN
2988,303.84,55.95,NaN,NaN
2989,335.72,50.64,NaN,NaN
2990,273.17,62.23,NaN,NaN
2991,284.92,59.67,NaN,NaN
2992,240.79,70.60,NaN,NaN
2993,252.69,67.28,NaN,NaN
2994,261.77,64.94,NaN,NaN
